"","from","to"
"4218",5050175985,5026665643
"4219",5036536493,5014554410
"4220",5110810326,5061098916
"4221",5084599053,5011307590
"4222",5072510071,5058357018
"4223",5108538738,5106460091
"4224",5100438061,5007197576
"4225",5074873644,5043780039
"4226",5108688132,5041648106
"4227",5085003910,5019661834
"4228",5100400470,5085112919
"4229",5064525255,5007197576
"4230",5106460091,5057941456
"4231",5107914331,5106460091
"4232",5040820196,5015511535
"4233",5087995407,5067651970
"4234",5109196017,5020889523
"4235",5060980314,5054146009
"4236",5040055779,5016268794
"4237",5036728577,5014554410
"4238",5088799362,5042016235
"4239",5010447339,5006656464
"4240",5100440078,5089213304
"4241",5108454009,5019498924
"4242",5041649350,5023753501
"4243",5059690645,5013404739
"4244",5110723874,5059690645
"4245",5023415293,5014321241
"4246",5057252770,5042255245
"4247",5091374590,5084599053
"4248",5081986121,5016268794
"4249",5058479219,5033761501
"4250",5058479219,5046407796
"4251",5044792255,5043780039
"4252",5111474378,5066876996
"4253",5111491485,5016268794
"4254",5077736591,5055967310
"4255",5114377193,5026346279
"4256",5085385194,5085112919
"4257",5109057803,5051731365
"4258",5085318297,5006820258
"4259",5022064172,5015016357
"4260",5077728085,5000393220
"4261",5113041962,5054264525
"4262",5091714706,5022064172
"4263",5041648106,5024009717
"4264",5111474378,5005150126
"4265",5081672581,5010861613
"4266",5061934960,5058479219
"4267",5059690645,5021238524
"4268",5072116145,5002296590
"4269",5110862535,5076095681
"4270",5100759294,5013346965
"4271",5046083937,5009259993
"4272",5100382923,5004950660
"4273",5045820780,5016268794
"4274",5080237536,5000480954
"4275",5108347888,5019498924
"4276",5069567119,5060980314
"4277",5079745853,5023415293
"4278",5091196459,5087510677
"4279",5053662519,5022868701
"4280",5085650016,5085112919
"4281",5071918935,5013346965
"4282",5110510875,5013346965
"4283",5084526634,5058479219
"4284",5086215751,5080605975
"4285",5069681441,5019661834
"4286",5087843021,5058479219
"4287",5024158669,5014554410
"4288",5045879888,5014554410
"4289",5073182078,5043632498
"4290",5031920964,5008965578
"4291",5070933859,5049662936
"4292",5101840070,5009506847
"4293",5110124079,5074304819
"4294",5110002164,5040820196
"4295",5079288124,5020889523
"4296",5042779337,5007197576
"4297",5072768235,5002296590
"4298",5054264525,5035933733
"4299",5112274328,5022064172
"4300",5110810326,5104582033
"4301",5058479219,5030684491
"4302",5100855024,5022064172
"4303",5083751736,5013513472
"4304",5058988542,5046083937
"4305",5076442875,5060980314
"4306",5105416251,5022064172
"4307",5111738039,5076118690
"4308",5111619419,5013346965
"4309",5069146083,5014197394
"4310",5079104389,5066622870
"4311",5016511626,5007873567
"4312",5082655469,5058479219
"4313",5089707299,5018803610
"4314",5104082800,5042016235
"4315",5018308750,5005292636
"4316",5069567119,5009735478
"4317",5035839784,5023415293
"4318",5106453883,5033644011
"4319",5054264525,5005268544
"4320",5080264485,5007197576
"4321",5067517364,5028901829
"4322",5110810326,5017094564
"4323",5023415293,5008426010
"4324",5114007540,5051178358
"4325",5075172858,5060980314
"4326",5111546697,5044969095
"4327",5024948946,5008286111
"4328",5086303239,5004950660
"4329",5111474378,5074276395
"4330",5055116667,5054264525
"4331",5076118690,5064553861
"4332",5062116755,5033759873
"4333",5103153752,5039357269
"4334",5090632882,5032954061
"4335",5065382176,5023092855
"4336",5046529785,5031933412
"4337",5040029732,5000480954
"4338",5079272367,5016268794
"4339",5084599053,5049040081
"4340",5101593866,5002564694
"4341",5100677904,5051731365
"4342",5106460091,5106070808
"4343",5017416375,5014554410
"4344",5112605571,5074754863
"4345",5114007540,5111451891
"4346",5103533697,5014554410
"4347",5070027961,5003385467
"4348",5033464102,5022064172
"4349",5085112919,5009833030
"4350",5072029219,5024948946
"4351",5013346965,5008134176
"4352",5091196459,5029753048
"4353",5062553877,5018803610
"4354",5107031027,5106460091
"4355",5052879411,5022064172
"4356",5063948831,5023415293
"4357",5073257550,5069567119
"4358",5110016127,5031920964
"4359",5071990146,5018803610
"4360",5110698723,5029618808
"4361",5032954061,5000480954
"4362",5083882798,5028901829
"4363",5022813763,5021397313
"4364",5085112919,5083751736
"4365",5043780039,5007873567
"4366",5082817198,5042016235
"4367",5053662519,5006805473
"4368",5024030010,5009833030
"4369",5107413409,5106460091
"4370",5111686980,5109147101
"4371",5114007540,5107827974
"4372",5054322358,5001536933
"4373",5107920163,5074909955
"4374",5061825230,5017392616
"4375",5110628718,5058479219
"4376",5040820196,5028816770
"4377",5114007540,5058475290
"4378",5069567119,5007189721
"4379",5077222936,5060980314
"4380",5114007540,5091886214
"4381",5049289942,5009833030
"4382",5042016235,5006695965
"4383",5067244057,5057538064
"4384",5081648095,5058357018
"4385",5101840070,5041456544
"4386",5050359237,5043583890
"4387",5023734825,5005117548
"4388",5103153752,5044026402
"4389",5114007540,5021138729
"4390",5083751736,5077522382
"4391",5108627887,5057252770
"4392",5039385849,5020600927
"4393",5057538064,5016845388
"4394",5049632012,5028901829
"4395",5108623146,5039791496
"4396",5016903947,5006820258
"4397",5053353544,5014197394
"4398",5020600927,5018034137
"4399",5084599053,5034046091
"4400",5046083937,5004776031
"4401",5064766573,5006820258
"4402",5075522706,5065234398
"4403",5054264525,5010380512
"4404",5070377474,5059690645
"4405",5110810326,5064796878
"4406",5091196459,5019965910
"4407",5101840070,5039206451
"4408",5110862535,5056671243
"4409",5050175985,5009077614
"4410",5059572101,5041649350
"4411",5080296588,5060980314
"4412",5101892303,5054248209
"4413",5079459414,5065382176
"4414",5022311005,5007197576
"4415",5084599053,5054327481
"4416",5090014181,5060980314
"4417",5032954061,5032918948
"4418",5112610327,5069567119
"4419",5110810326,5107425954
"4420",5080237536,5029860274
"4421",5027147207,5014197394
"4422",5110027851,5002296590
"4423",5022064172,5008977488
"4424",5028901829,5002551314
"4425",5059690645,5039244695
"4426",5076118690,5073763391
"4427",5085385194,5024948946
"4428",5009833030,5003749471
"4429",5104388013,5022064172
"4430",5114007540,5109914900
"4431",5109208476,5106453883
"4432",5112605571,5003087423
"4433",5044781426,5017105441
"4434",5032365657,5022813763
"4435",5057281057,5028901829
"4436",5062920255,5028901829
"4437",5088374342,5068161598
"4438",5067776424,5011856527
"4439",5030937450,5026346279
"4440",5072865460,5065382176
"4441",5113524171,5040820196
"4442",5042819546,5014554410
"4443",5108594604,5108398851
"4444",5110065640,5016498882
"4445",5077736591,5053662519
"4446",5011856527,5008130108
"4447",5020600927,5003889924
"4448",5109562332,5103463618
"4449",5040820196,5001165074
"4450",5080237536,5033759873
"4451",5100650755,5014554410
"4452",5081235266,5032954061
"4453",5046166703,5018803610
"4454",5106460091,5100607430
"4455",5072394845,5040820196
"4456",5081239592,5060980314
"4457",5089520426,5079104389
"4458",5054264525,5037940879
"4459",5091754371,5089513032
"4460",5110810326,5013035399
"4461",5060585211,5004950660
"4462",5069708145,5046529785
"4463",5046083937,5006242950
"4464",5084599053,5036654490
"4465",5101840070,5027849491
"4466",5080605975,5044181972
"4467",5048626026,5014554410
"4468",5077132659,5014003147
"4469",5102744330,5009833030
"4470",5102095421,5006656464
"4471",5113845778,5066490139
"4472",5060980314,5008130108
"4473",5106460091,5007119915
"4474",5086426792,5041649350
"4475",5036689637,5002564694
"4476",5113574031,5001536933
"4477",5047245424,5046529785
"4478",5043780039,5017235604
"4479",5044102686,5005174623
"4480",5022087941,5007873567
"4481",5085112919,5051133900
"4482",5072339027,5060980314
"4483",5110823581,5041649350
"4484",5112253997,5013346965
"4485",5100357605,5055137946
"4486",5043950013,5000393220
"4487",5069567119,5029947813
"4488",5079104389,5020977978
"4489",5104028289,5034977454
"4490",5054264525,5007448493
"4491",5084599053,5037008818
"4492",5106430332,5071901100
"4493",5084472749,5014554410
"4494",5101654145,5040820196
"4495",5032954061,5032895604
"4496",5060980314,5028901829
"4497",5012577326,5009833030
"4498",5111696193,5064476972
"4499",5103100641,5085112919
"4500",5080605975,5043444876
"4501",5080605975,5057538064
"4502",5084599053,5013812048
"4503",5043780039,5007958113
"4504",5106460091,5022413032
"4505",5103501363,5057963975
"4506",5084599053,5059454917
"4507",5112530421,5040820196
"4508",5089213304,5010469575
"4509",5054264525,5034579804
"4510",5111699715,5065382176
"4511",5108138073,5060980314
"4512",5067593473,5005174623
"4513",5028901829,5005268544
"4514",5110862535,5070876029
"4515",5085112919,5064062978
"4516",5028901829,5023749972
"4517",5064627878,5014003147
"4518",5084599053,5076278033
"4519",5060980314,5000611496
"4520",5106465241,5106460091
"4521",5014196726,5000393220
"4522",5051327837,5040820196
"4523",5053971002,5014554410
"4524",5085112919,5077086821
"4525",5087371028,5083751736
"4526",5106460091,5039614567
"4527",5112007294,5061305555
"4528",5085675998,5002924043
"4529",5065047477,5058479219
"4530",5103055802,5091196459
"4531",5074800641,5014554410
"4532",5090760846,5009833030
"4533",5066321656,5058357018
"4534",5057252770,5050541461
"4535",5101840070,5080042568
"4536",5059525093,5028901829
"4537",5058357018,5024691214
"4538",5110810326,5109397316
"4539",5108398851,5060315474
"4540",5101840070,5021858035
"4541",5058270233,5032954061
"4542",5050965065,5024264380
"4543",5075460708,5028901829
"4544",5056161770,5042016235
"4545",5100380231,5024948946
"4546",5082914852,5035944789
"4547",5079521768,5054264525
"4548",5059690645,5013674722
"4549",5088795758,5058357018
"4550",5077555000,5059690645
"4551",5071178345,5041649350
"4552",5091196459,5008203987
"4553",5089213304,5077816063
"4554",5111685284,5007638548
"4555",5091196459,5023741256
"4556",5111458740,5103696475
"4557",5110176493,5028901829
"4558",5080237536,5033000724
"4559",5072377048,5007197576
"4560",5110862535,5010924468
"4561",5041649350,5011400705
"4562",5091495315,5020600927
"4563",5016268794,5006839791
"4564",5111788305,5065234398
"4565",5113563825,5084599053
"4566",5112549282,5110862535
"4567",5085675998,5064419352
"4568",5000868233,5000393220
"4569",5087450930,5016498882
"4570",5110862535,5050598542
"4571",5110126428,5057252770
"4572",5112501648,5101840070
"4573",5065382176,5044539836
"4574",5110862535,5110057416
"4575",5010112021,5003745801
"4576",5014003147,5008739258
"4577",5064186123,5009833030
"4578",5111513489,5065234398
"4579",5067569869,5014554410
"4580",5066638567,5065382176
"4581",5110183717,5048931134
"4582",5110472616,5077736591
"4583",5103501363,5103270503
"4584",5110862535,5022006477
"4585",5051832500,5018269401
"4586",5046083937,5021427054
"4587",5043780039,5034679899
"4588",5050888395,5039276577
"4589",5112572135,5110862535
"4590",5041277859,5023415293
"4591",5111474378,5054821521
"4592",5043780039,5025093701
"4593",5082914852,5040608141
"4594",5084599053,5046769439
"4595",5111696193,5103529058
"4596",5080237536,5045251791
"4597",5058357018,5054511859
"4598",5071802328,5060980314
"4599",5085112919,5034931057
"4600",5033759873,5004049354
"4601",5110833054,5043780039
"4602",5060707857,5017392616
"4603",5106764096,5100623957
"4604",5039082727,5019853690
"4605",5110124079,5100672013
"4606",5108704516,5060980314
"4607",5110092412,5091196459
"4608",5108087467,5009833030
"4609",5113504676,5080605975
"4610",5025093701,5020600927
"4611",5111474378,5006998927
"4612",5043780039,5014493844
"4613",5014003147,5004595113
"4614",5107277196,5032954061
"4615",5058479219,5019930586
"4616",5057252770,5055344416
"4617",5111474378,5085346393
"4618",5041649350,5040029732
"4619",5075643472,5005174623
"4620",5085112919,5019116198
"4621",5076118690,5043801832
"4622",5085112919,5016353551
"4623",5066629802,5007873567
"4624",5068699250,5000393220
"4625",5084599053,5060139335
"4626",5091022587,5014554410
"4627",5079443849,5009833030
"4628",5107439390,5040029732
"4629",5069507884,5040820196
"4630",5113882750,5030288987
"4631",5085112919,5013657629
"4632",5067651970,5018652045
"4633",5072667010,5059690645
"4634",5112197825,5103153752
"4635",5101884882,5041648106
"4636",5016268794,5002471997
"4637",5111736532,5058128161
"4638",5081332627,5029618808
"4639",5084599053,5068650858
"4640",5112480574,5022064172
"4641",5112441815,5091069084
"4642",5029688562,5016567280
"4643",5041649350,5009127164
"4644",5075910382,5024948946
"4645",5088334110,5054264525
"4646",5110810326,5108126651
"4647",5060923565,5041648106
"4648",5090852343,5046627183
"4649",5069567119,5054197596
"4650",5058357018,5021361203
"4651",5103153752,5005351601
"4652",5051959709,5010447339
"4653",5071898583,5069567119
"4654",5113436714,5065382176
"4655",5027779389,5022064172
"4656",5059690645,5050322337
"4657",5066546781,5007197576
"4658",5033759873,5015076270
"4659",5060603940,5054264525
"4660",5067590443,5002564694
"4661",5071210001,5014197394
"4662",5077736591,5019116198
"4663",5072073794,5006656464
"4664",5110810326,5003806085
"4665",5041649350,5016268794
"4666",5114164714,5069567119
"4667",5108726338,5023092855
"4668",5109046658,5082914852
"4669",5018107876,5006820258
"4670",5073608364,5024948946
"4671",5106460091,5035071075
"4672",5068137850,5001536933
"4673",5102795409,5009833030
"4674",5058259350,5014003147
"4675",5089213304,5031352125
"4676",5037158251,5014554410
"4677",5073898406,5001536933
"4678",5076118690,5007422862
"4679",5080605975,5043151684
"4680",5013346965,5002454381
"4681",5050445417,5010861613
"4682",5103108456,5068161598
"4683",5110124079,5058527644
"4684",5023209383,5016567280
"4685",5106460091,5065378119
"4686",5076118690,5024857275
"4687",5102808271,5055137946
"4688",5079683497,5059690645
"4689",5084481111,5045721355
"4690",5084639900,5084599053
"4691",5065656919,5005174623
"4692",5091196459,5023430983
"4693",5052019622,5050888395
"4694",5089823322,5010861613
"4695",5038047675,5006820258
"4696",5110124079,5056662128
"4697",5042016235,5009090976
"4698",5101892303,5002725882
"4699",5058479219,5014665624
"4700",5088144835,5041649350
"4701",5080940229,5007197576
"4702",5051008805,5000393220
"4703",5061573296,5049662936
"4704",5110810326,5086464324
"4705",5059690645,5002130997
"4706",5113643534,5057252770
"4707",5086141131,5009833030
"4708",5075284674,5033039434
"4709",5085112919,5001262876
"4710",5054264525,5041008261
"4711",5031106218,5028901829
"4712",5114007540,5091534129
"4713",5040055779,5003089765
"4714",5046529785,5024948946
"4715",5091561718,5065234398
"4716",5024783164,5020600927
"4717",5101840070,5045495521
"4718",5041648106,5022325407
"4719",5080142152,5060980314
"4720",5090852343,5034679899
"4721",5109971261,5020477722
"4722",5102926642,5089213304
"4723",5083611398,5014197394
"4724",5087049089,5014003147
"4725",5108398851,5070838230
"4726",5007638548,5002693114
"4727",5076118690,5020910604
"4728",5059690645,5057656719
"4729",5073980747,5020600927
"4730",5034130133,5007197576
"4731",5108292806,5060980314
"4732",5106485998,5080605975
"4733",5108083877,5031920964
"4734",5056918294,5040029732
"4735",5045160751,5014197394
"4736",5013346965,5010797318
"4737",5022064172,5001678605
"4738",5043780039,5031308183
"4739",5052407851,5012110065
"4740",5091022771,5071901100
"4741",5067346006,5016567280
"4742",5043836952,5040029732
"4743",5091754371,5038920679
"4744",5075284674,5046785512
"4745",5027063269,5024948946
"4746",5042016235,5009513339
"4747",5101426062,5002272333
"4748",5053662519,5008810579
"4749",5111612908,5009833030
"4750",5111696193,5035139917
"4751",5064030926,5000393220
"4752",5084557440,5022064172
"4753",5112007294,5103224942
"4754",5111594786,5085112919
"4755",5100352178,5077736591
"4756",5110724518,5019661834
"4757",5016639406,5012110065
"4758",5071443193,5008084210
"4759",5084599053,5024187443
"4760",5064162856,5028901829
"4761",5057538064,5042726484
"4762",5111665035,5057252770
"4763",5015043709,5000393220
"4764",5061289896,5047177383
"4765",5024838788,5009833030
"4766",5071599126,5010861613
"4767",5060980314,5014756240
"4768",5057252770,5021476102
"4769",5079041476,5016268794
"4770",5019456022,5013346965
"4771",5103250661,5014197394
"4772",5111642088,5058357018
"4773",5108500022,5058479219
"4774",5062831586,5040029732
"4775",5022064172,5014987686
"4776",5009764133,5001536933
"4777",5111748748,5057252770
"4778",5069567119,5043780039
"4779",5086273166,5040029732
"4780",5016567280,5010767252
"4781",5065234398,5044848965
"4782",5050794308,5014197394
"4783",5046529785,5012538098
"4784",5074800641,5058479219
"4785",5110862535,5071645014
"4786",5110862535,5034713648
"4787",5015916600,5014554410
"4788",5103363690,5001536933
"4789",5083043728,5060980314
"4790",5069272092,5011311687
"4791",5111546697,5103800588
"4792",5045319906,5002296590
"4793",5023415293,5008224022
"4794",5037101699,5004950660
"4795",5083751736,5055821119
"4796",5091069084,5043780039
"4797",5060980314,5031923047
"4798",5110124079,5037984091
"4799",5114260790,5114007540
"4800",5084599053,5069583754
"4801",5111474378,5007197576
"4802",5100883047,5071901100
"4803",5083035542,5024264380
"4804",5043327041,5028963570
"4805",5068161598,5017389504
"4806",5002296590,5000137106
"4807",5080742571,5006820258
"4808",5059427779,5007638548
"4809",5062381271,5001536933
"4810",5079432618,5007197576
"4811",5059690645,5032010024
"4812",5110199880,5065382176
"4813",5071079311,5060980314
"4814",5110124079,5031600515
"4815",5112034129,5014197394
"4816",5069500436,5053662519
"4817",5113882750,5110170702
"4818",5105252841,5064341086
"4819",5048819613,5022064172
"4820",5110130945,5022064172
"4821",5109971261,5105737988
"4822",5059475798,5014554410
"4823",5076118690,5057036098
"4824",5109085707,5004950660
"4825",5085112919,5003745801
"4826",5085746292,5058479219
"4827",5049913020,5004248032
"4828",5064191277,5046083937
"4829",5080114899,5059690645
"4830",5101840070,5086343288
"4831",5075521712,5022064172
"4832",5114007540,5046265123
"4833",5041649350,5035837683
"4834",5082530701,5020600927
"4835",5083802456,5013887283
"4836",5050559659,5040029732
"4837",5083075619,5040029732
"4838",5103153752,5081143724
"4839",5007873567,5007407111
"4840",5042106312,5042016235
"4841",5079307650,5057538064
"4842",5022064172,5000758632
"4843",5103501363,5069527350
"4844",5051302467,5009833030
"4845",5106764096,5060975667
"4846",5056941437,5026346279
"4847",5032954061,5008779435
"4848",5043780039,5038794897
"4849",5064903894,5000393220
"4850",5078936564,5064151081
"4851",5090014181,5022064172
"4852",5109208476,5106460091
"4853",5056215657,5016498882
"4854",5112007294,5014003147
"4855",5110862535,5103472899
"4856",5084599053,5084297564
"4857",5089520426,5046529785
"4858",5113882750,5042529427
"4859",5110810326,5107073535
"4860",5100677904,5009833030
"4861",5080605975,5007728432
"4862",5049913020,5030100797
"4863",5106464911,5106460091
"4864",5100356415,5005174623
"4865",5110862535,5014713389
"4866",5103158457,5043780039
"4867",5078740014,5005117548
"4868",5059690645,5028285562
"4869",5108209482,5069567119
"4870",5100382278,5040055779
"4871",5060980314,5047748977
"4872",5004950660,5000706205
"4873",5061797406,5011856527
"4874",5082914852,5070346455
"4875",5101840070,5069639174
"4876",5058357018,5000967385
"4877",5114043308,5058479219
"4878",5059576458,5022813763
"4879",5054264525,5028890112
"4880",5106469737,5106460091
"4881",5108398851,5039449830
"4882",5110209494,5058479219
"4883",5103153752,5003405202
"4884",5113882750,5113496459
"4885",5011856527,5010867806
"4886",5064211586,5059690645
"4887",5070548750,5004950660
"4888",5063475885,5016268794
"4889",5060637102,5024948946
"4890",5110810326,5107909261
"4891",5114007540,5033931185
"4892",5080605975,5075398206
"4893",5089213304,5014756240
"4894",5106460091,5025036955
"4895",5091196459,5024191579
"4896",5047660052,5023415293
"4897",5111459991,5041648106
"4898",5067651970,5053030228
"4899",5049662936,5011311687
"4900",5067299116,5014003147
"4901",5013513600,5009833030
"4902",5078282703,5009833030
"4903",5100922029,5005117548
"4904",5020258144,5001523148
"4905",5078429551,5055137946
"4906",5054264525,5031369644
"4907",5069567119,5025748256
"4908",5071901100,5025044789
"4909",5053008716,5000393220
"4910",5100702413,5043780039
"4911",5027398903,5024264380
"4912",5022629417,5016567280
"4913",5103501363,5079272367
"4914",5113882750,5067164141
"4915",5100632150,5068161598
"4916",5076081137,5029618808
"4917",5021361158,5014554410
"4918",5109840384,5016498882
"4919",5069567119,5051790406
"4920",5106460091,5079307893
"4921",5103153752,5044548864
"4922",5088182230,5013346965
"4923",5019498924,5009099379
"4924",5014197394,5003077129
"4925",5042711934,5040055779
"4926",5110810326,5040833560
"4927",5113448115,5110862535
"4928",5076118690,5044869178
"4929",5091196459,5069052640
"4930",5080605975,5019720373
"4931",5069348777,5039082727
"4932",5089566734,5040055779
"4933",5069152800,5046529785
"4934",5059746672,5046083937
"4935",5058128161,5010115453
"4936",5111474378,5072377048
"4937",5046529785,5022526726
"4938",5087199292,5043632498
"4939",5110472479,5043780039
"4940",5029618808,5002044884
"4941",5069085748,5057538064
"4942",5053662519,5020365252
"4943",5106453883,5051774962
"4944",5084599053,5040724693
"4945",5077787126,5009833030
"4946",5064689433,5022064172
"4947",5041648106,5026152928
"4948",5089735643,5043780039
"4949",5111639007,5060980314
"4950",5009127164,5004950660
"4951",5077736591,5047969879
"4952",5082537491,5069567119
"4953",5058479219,5024429358
"4954",5108083258,5071901100
"4955",5110007609,5040029732
"4956",5101840070,5041585763
"4957",5108711593,5024948946
"4958",5049913020,5014554410
"4959",5108104764,5026346279
"4960",5110810326,5048292498
"4961",5103297273,5007197576
"4962",5089866154,5084599053
"4963",5070377474,5032954061
"4964",5086712692,5007197576
"4965",5100426098,5090852343
"4966",5085112919,5031600515
"4967",5106453883,5014047177
"4968",5063527978,5046529785
"4969",5080933804,5054264525
"4970",5022064172,5001585172
"4971",5088114353,5003262716
"4972",5113596110,5043780039
"4973",5064700927,5011311687
"4974",5084599053,5018731101
"4975",5111467490,5101840070
"4976",5108573902,5106460091
"4977",5066024908,5040820196
"4978",5111474378,5014713389
"4979",5074883138,5058357018
"4980",5114007540,5062684115
"4981",5114376313,5032954061
"4982",5025940416,5022064172
"4983",5064709946,5005174623
"4984",5089922600,5050175985
"4985",5108271196,5103153752
"4986",5103274503,5060980314
"4987",5053968981,5005418644
"4988",5077319168,5022064172
"4989",5058479219,5029009142
"4990",5100432041,5005174623
"4991",5077736591,5017831224
"4992",5014197394,5010229002
"4993",5108108703,5106460091
"4994",5063212313,5050175985
"4995",5106460091,5001714827
"4996",5060980314,5028727809
"4997",5058479219,5049012392
"4998",5079104389,5021763868
"4999",5028863003,5022064172
"5000",5085112919,5084438775
"5001",5046083937,5036586378
"5002",5080237536,5045176105
"5003",5040820196,5024209440
"5004",5080237536,5057293999
"5005",5089908381,5017172922
"5006",5083852847,5014003147
"5007",5062840655,5013346965
"5008",5065350526,5046529785
"5009",5100514031,5002296590
"5010",5042819546,5006820258
"5011",5076118690,5030841002
"5012",5051731365,5024948946
"5013",5046083937,5025462594
"5014",5031619488,5009598499
"5015",5064469204,5028901829
"5016",5035145022,5019974595
"5017",5030833419,5005174623
"5018",5032954061,5013404739
"5019",5108256354,5106460091
"5020",5113644148,5014003147
"5021",5072932368,5041649350
"5022",5082234681,5014197394
"5023",5086242206,5001536933
"5024",5110276035,5015070406
"5025",5033756621,5008647546
"5026",5106524581,5106460091
"5027",5074389313,5058357018
"5028",5081538706,5011856527
"5029",5076000339,5005117548
"5030",5106460091,5049656818
"5031",5106460091,5007627428
"5032",5058577970,5042016235
"5033",5047562942,5022064172
"5034",5114007540,5053026061
"5035",5067505955,5022813763
"5036",5041655496,5022813763
"5037",5077705715,5013346965
"5038",5111978587,5106460091
"5039",5043317770,5022064172
"5040",5076118690,5044323124
"5041",5107854706,5026346279
"5042",5059690645,5028060343
"5043",5108276643,5108081543
"5044",5069567119,5001712121
"5045",5110810326,5011851188
"5046",5069567119,5017848743
"5047",5083575708,5040820196
"5048",5021832563,5007197576
"5049",5101493805,5022064172
"5050",5023487560,5000393220
"5051",5014554410,5000516095
"5052",5085468170,5042016235
"5053",5114007540,5111982755
"5054",5088795401,5016268794
"5055",5025212571,5005117548
"5056",5103270503,5059690645
"5057",5058357018,5010060043
"5058",5033323949,5005174623
"5059",5111661573,5000393220
"5060",5108398851,5108201117
"5061",5114007540,5083799271
"5062",5057538064,5049331200
"5063",5109132005,5084599053
"5064",5082914852,5056344323
"5065",5110810326,5006625619
"5066",5106460091,5016747223
"5067",5054264525,5028926594
"5068",5082775700,5000393220
"5069",5058479219,5015219523
"5070",5055361364,5014197394
"5071",5080605975,5026170229
"5072",5110176407,5105177225
"5073",5085395019,5009833030
"5074",5100378226,5076118690
"5075",5114007540,5106034524
"5076",5053711607,5023415293
"5077",5022064172,5010044705
"5078",5110627458,5040820196
"5079",5032956043,5022813763
"5080",5106460091,5105296405
"5081",5058479219,5011430095
"5082",5103153752,5011377032
"5083",5110810326,5037516969
"5084",5058357018,5031695001
"5085",5064151081,5032612981
"5086",5037357299,5024948946
"5087",5106460091,5106453871
"5088",5050428025,5032954061
"5089",5074293074,5028901829
"5090",5079137335,5054264525
"5091",5108070654,5062113570
"5092",5059690645,5044792255
"5093",5084317305,5068161598
"5094",5106460091,5081081315
"5095",5101587306,5000393220
"5096",5020600927,5017135006
"5097",5079185224,5014003147
"5098",5083552388,5022813763
"5099",5071152937,5049913020
"5100",5010003671,5009833030
"5101",5076380579,5059690645
"5102",5085216799,5009833030
"5103",5112509340,5058278208
"5104",5028488636,5011856527
"5105",5108909244,5022064172
"5106",5102104574,5080605975
"5107",5108398851,5043267961
"5108",5100368854,5020600927
"5109",5112385578,5032749984
"5110",5106454246,5106453883
"5111",5084599053,5063714532
"5112",5048931134,5010003889
"5113",5018803610,5004532865
"5114",5052646484,5009833030
"5115",5010133055,5001536933
"5116",5111458740,5021650260
"5117",5105515144,5013346965
"5118",5034820898,5003385467
"5119",5018342602,5016567280
"5120",5035544541,5024948946
"5121",5106764096,5063228506
"5122",5052540730,5033759873
"5123",5047030775,5032954061
"5124",5016567280,5007474726
"5125",5059449075,5033759873
"5126",5103153752,5073858440
"5127",5076555866,5076118690
"5128",5080605975,5018474352
"5129",5110862535,5046706076
"5130",5042016235,5022493111
"5131",5091196459,5032993578
"5132",5108398851,5006070640
"5133",5015070406,5004813669
"5134",5080605975,5039643157
"5135",5114007540,5079857922
"5136",5023415293,5021832563
"5137",5082914852,5026526510
"5138",5080605975,5019659031
"5139",5046083937,5017320818
"5140",5087730014,5000393220
"5141",5060980314,5059850130
"5142",5080848052,5006656464
"5143",5103501363,5020365252
"5144",5107422581,5101840070
"5145",5069567119,5016911115
"5146",5046083937,5014756240
"5147",5062113570,5053375237
"5148",5020600927,5004049354
"5149",5100622990,5009833030
"5150",5106460091,5078499129
"5151",5106458609,5106453883
"5152",5082397890,5079104389
"5153",5024429358,5014554410
"5154",5071454323,5040820196
"5155",5022064172,5016268794
"5156",5114007540,5086556132
"5157",5059265052,5020600927
"5158",5059690645,5020605234
"5159",5040587819,5010267122
"5160",5067558637,5009833030
"5161",5111814822,5014554410
"5162",5059690645,5012254890
"5163",5102122913,5065234398
"5164",5110810326,5088901241
"5165",5091196459,5020210193
"5166",5076118690,5026929463
"5167",5022064172,5007155880
"5168",5067574474,5022064172
"5169",5065784246,5046529785
"5170",5103153752,5011788556
"5171",5110558629,5091754371
"5172",5033759873,5005413766
"5173",5083437153,5065234398
"5174",5021384799,5001536933
"5175",5081538706,5049913020
"5176",5069567119,5058702459
"5177",5084599053,5033666298
"5178",5054264525,5031218521
"5179",5109721373,5009833030
"5180",5112444682,5080237536
"5181",5061640067,5000393220
"5182",5071901100,5000105234
"5183",5060980314,5041044846
"5184",5114007540,5020485522
"5185",5068161598,5000393220
"5186",5076263484,5024948946
"5187",5009833030,5005775997
"5188",5106460091,5105837122
"5189",5059690645,5028727809
"5190",5070406226,5033759873
"5191",5071671272,5029618808
"5192",5100353014,5057252770
"5193",5113581119,5106764096
"5194",5110810326,5108364516
"5195",5080605975,5009037328
"5196",5080237536,5077555000
"5197",5054264525,5025146794
"5198",5058479219,5015572555
"5199",5075495256,5003262716
"5200",5071901100,5029616586
"5201",5082664098,5022064172
"5202",5058357018,5000001854
"5203",5111458740,5077602510
"5204",5072693225,5069567119
"5205",5018124544,5014554410
"5206",5111673825,5069567119
"5207",5042016235,5027680890
"5208",5112979783,5060980314
"5209",5101577531,5014197394
"5210",5080605975,5040321290
"5211",5108500022,5005117548
"5212",5070919502,5023415293
"5213",5112605571,5003017209
"5214",5033465751,5007638548
"5215",5114007540,5110570256
"5216",5065382176,5016954340
